0,1.2466e+05,37099,27912,26149,30707,34860,24810,34098,0,31587,31302,33243,29524,0,0,0,34767,0,1.8088e+05,0,27860,0,0,0,0,0,0,0,0,0,27544,0,0,0,0
1.4025e+05,0,39085,32539,0,0,0,29326,0,0,0,0,0,26670,0,29556,0,36968,29974,4.5095e+05,37172,33703,38637,0,0,0,33443,0,28376,0,33058,0,29732,1.3852e+05,0,0
27568,29817,0,24402,0,0,0,31801,32698,33094,0,0,0,28059,0,0,0,0,0,0,0,0,0,0,0,0,0,32617,33861,0,0,0,32248,0,0,0
38294,36483,36505,0,0,0,0,32159,0,0,0,0,33267,33366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27590,0,0,0,0,0,33576,0,0,0,28548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39635
31228,0,0,0,0,0,27488,0,0,0,34436,0,0,0,0,0,31473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33761,0,0,0,31366,26452,0,0,0,0,0,0,0,0,0,0,36470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40608,37574,32102,38507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34832
35740,0,35427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30704,0,37395,25616,0,31912
0,0,29773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31604,0,0
38881,0,0,0,31558,36312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37602
25705,0,0,36694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32665,25390,33885,32134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36332,0,28230
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31836,30794,0,0
0,28465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32038,38372,0,0
0,0,0,0,0,29710,27828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36611,31454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,34608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27997,28595,35121,0
2.3938e+05,4.3191e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2339e+05,0,0
0,32974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30231,30066,28236,0
27994,38901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29650
0,31459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27880,33703,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37745,0,34612,0,31750,0,0,27711,31640,29493,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30525,0,29153,0,0,0,29181,0,0,26598,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29318,33436,0,0,0,0,0,0,29028,0,0,0,0
0,33820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31243,0,0,0,32323,0,0
0,0,34538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27824,27377,0,0,0,0,0,0,0,0,30150,0,0
